,G(1sss1),G(1sss2),G(1sss3),G(1sss4),G(1sss5),G(1sss6),G(1sss7),G(1sss8),G(2sss1),G(2sss2),G(2sss3),G(2sss4),G(2sss5),G(2sss6),G(2sss7),G(2sss8),G(3sss1),G(3sss2),G(3sss3),G(3sss4),G(3sss5),G(3sss6),G(3sss7),G(3sss8),G(4sss1),G(4sss2),G(4sss3),G(4sss4),G(4sss5),G(4sss6),G(4sss7),G(4sss8),G(5sss1),G(5sss2),G(5sss3),G(5sss4),G(5sss5),G(5sss6),G(5sss7),G(5sss8),G(6sss1),G(6sss2),G(6sss3),G(6sss4),G(6sss5),G(6sss6),G(6sss7),G(6sss8),G(7sss1),G(7sss2),G(7sss3),G(7sss4),G(7sss5),G(7sss6),G(7sss7),G(7sss8),G(8sss1),G(8sss2),G(8sss3),G(8sss4),G(8sss5),G(8sss6),G(8sss7),G(8sss8),
sp|O43663|PRC1_HUMAN,0.03871,0.040323,0.043548,0.004839,0.003226,0.05,0.001613,0.004839,0.048387,0.059677,0.048387,0.001613,0.008065,0.06129,0.004839,0.003226,0.032258,0.035484,0.041935,0.014516,0.008065,0.054839,0.003226,0.004839,0.004839,0.009677,0.008065,0.001613,0.001613,0.008065,0.003226,0,0.006452,0.009677,0.009677,0.003226,0.001613,0.004839,0,0,0.05,0.06129,0.041935,0.009677,0.01129,0.066129,0.01129,0.003226,0.003226,0.01129,0.001613,0.001613,0.001613,0.006452,0.001613,0.001613,0.003226,0.006452,0.001613,0,0,0.003226,0.003226,0.001613,1
sp|O60669|MOT2_HUMAN,0.012552,0.020921,0.027197,0.006276,0,0.041841,0.004184,0,0.016736,0.020921,0.037657,0.004184,0.008368,0.029289,0.004184,0,0.027197,0.035565,0.037657,0.004184,0.008368,0.07113,0.008368,0.002092,0.01046,0.002092,0.020921,0.004184,0.002092,0.029289,0.01046,0.004184,0.004184,0.004184,0.018828,0.01046,0.006276,0.008368,0.006276,0,0.039749,0.027197,0.043933,0.046025,0.023013,0.146444,0.018828,0.006276,0.004184,0.008368,0.01046,0.008368,0.006276,0.014644,0.002092,0,0,0.002092,0.002092,0,0,0.008368,0,0.002092,1
sp|O75387|LAT3_HUMAN,0.007156,0.0161,0.021467,0.008945,0.014311,0.037567,0.003578,0,0.019678,0.0161,0.019678,0.008945,0.003578,0.041145,0.005367,0.007156,0.035778,0.030411,0.050089,0.012522,0.014311,0.064401,0.005367,0.001789,0.003578,0.005367,0.025045,0.007156,0.001789,0.0322,0.003578,0,0.005367,0.008945,0.010733,0.001789,0,0.0161,0.003578,0,0.0322,0.039356,0.069767,0.0322,0.008945,0.141324,0.014311,0.012522,0.005367,0.003578,0.008945,0.005367,0,0.012522,0.005367,0.003578,0.001789,0.001789,0.008945,0.001789,0.001789,0.005367,0.003578,0.001789,1
sp|O75821|EIF3G_HUMAN,0.021875,0.01875,0.025,0.021875,0.01875,0.034375,0,0.00625,0.03125,0.034375,0.0625,0.0125,0.00625,0.03125,0.009375,0.003125,0.040625,0.04375,0.075,0.009375,0.015625,0.05,0.0125,0.003125,0.00625,0.021875,0.0125,0.00625,0.0125,0.015625,0,0,0.0125,0.003125,0.01875,0.003125,0.00625,0.025,0,0,0.025,0.0625,0.05,0.015625,0.009375,0.04375,0.00625,0,0.003125,0,0.009375,0.003125,0,0.009375,0,0.003125,0.00625,0.00625,0.003125,0,0,0,0,0,1
sp|O94811|TPPP_HUMAN,0.045662,0.03653,0.031963,0.004566,0.022831,0.041096,0,0,0.03653,0.054795,0.050228,0.027397,0,0.041096,0.009132,0.004566,0.031963,0.050228,0.050228,0.013699,0.013699,0.059361,0.004566,0,0.027397,0.022831,0.013699,0.013699,0,0.009132,0,0,0.009132,0.009132,0.004566,0.013699,0.004566,0,0,0,0.027397,0.050228,0.059361,0.018265,0,0.031963,0,0.004566,0,0,0,0.004566,0,0.004566,0.004566,0.004566,0,0.004566,0.009132,0,0,0,0,0,1
sp|O95232|LC7L3_HUMAN,0.041667,0.069444,0.039352,0.00463,0,0.025463,0,0,0.069444,0.143519,0.069444,0.011574,0.00463,0.027778,0.002315,0.006944,0.032407,0.05787,0.083333,0.011574,0.002315,0.030093,0.009259,0.00463,0.006944,0.011574,0.011574,0,0.002315,0.011574,0,0,0.002315,0.002315,0.002315,0,0,0.00463,0,0,0.025463,0.046296,0.023148,0.011574,0,0.034722,0.006944,0.00463,0,0.002315,0.006944,0.002315,0,0.006944,0,0,0,0.00463,0,0.002315,0.002315,0.006944,0,0,1
sp|P04920|B3A2_HUMAN,0.035455,0.026591,0.029815,0.011281,0.013699,0.047542,0.004835,0.001612,0.029009,0.037067,0.029815,0.017728,0.013699,0.042707,0.002417,0.000806,0.03062,0.033038,0.028203,0.013699,0.013699,0.051571,0.000806,0,0.008864,0.013699,0.013699,0.012087,0.005641,0.018533,0.003223,0.000806,0.013699,0.013699,0.010475,0.004835,0.011281,0.014504,0.002417,0.000806,0.046737,0.044319,0.052377,0.01531,0.012893,0.12087,0.006446,0.004029,0.004835,0.004029,0.004029,0.000806,0.001612,0.004835,0.001612,0,0.000806,0.000806,0.001612,0.000806,0.000806,0.003223,0,0,1
sp|P12314|FCGR1_HUMAN,0.013369,0.024064,0.02139,0.005348,0,0.042781,0,0.002674,0.026738,0.032086,0.048128,0.016043,0.010695,0.040107,0.013369,0,0.034759,0.040107,0.053476,0.005348,0.008021,0.053476,0.026738,0,0.002674,0.018717,0.013369,0,0.005348,0.008021,0.005348,0.008021,0.005348,0.008021,0.008021,0.002674,0,0.013369,0.002674,0,0.024064,0.045455,0.066845,0.018717,0.016043,0.104278,0.005348,0.008021,0.005348,0.013369,0.010695,0.013369,0,0.013369,0.005348,0,0,0.008021,0.002674,0.002674,0,0.005348,0,0,1
sp|P14866|HNRPL_HUMAN,0.018676,0.022071,0.010187,0.018676,0.005093,0.039049,0.001698,0.001698,0.027165,0.032258,0.037351,0.01528,0.025467,0.039049,0.003396,0.001698,0.032258,0.028862,0.054329,0.008489,0.01528,0.056027,0.008489,0.003396,0.013582,0.01528,0.016978,0.042445,0.010187,0.006791,0.01528,0,0.005093,0.016978,0.011885,0.011885,0.013582,0.01528,0.008489,0,0.016978,0.049236,0.052632,0.016978,0.010187,0.047538,0.010187,0.010187,0.003396,0.011885,0.018676,0.003396,0.003396,0.005093,0.003396,0.001698,0.001698,0.005093,0.005093,0.003396,0,0.003396,0,0,1
sp|P31943|HNRH1_HUMAN,0.017817,0.040089,0.028953,0.008909,0.002227,0.028953,0.004454,0,0.033408,0.017817,0.03118,0.03118,0.008909,0.037862,0.011136,0,0.028953,0.033408,0.046771,0.028953,0.008909,0.044543,0.013363,0.004454,0.006682,0.024499,0.022272,0.042316,0.004454,0.042316,0.004454,0,0.002227,0.008909,0.01559,0,0.002227,0.008909,0,0,0.033408,0.040089,0.053452,0.022272,0.011136,0.042316,0.01559,0.006682,0.006682,0.004454,0.013363,0.011136,0,0.013363,0.008909,0,0.004454,0.002227,0.002227,0,0,0.002227,0,0,1
sp|P47813|IF1AX_HUMAN,0.020833,0.041667,0.020833,0,0,0.055556,0,0,0.034722,0.0625,0.055556,0.006944,0,0.055556,0.006944,0,0.020833,0.027778,0.0625,0.027778,0.006944,0.0625,0.013889,0,0.034722,0.027778,0.013889,0,0,0.013889,0.006944,0,0,0.006944,0.006944,0.006944,0,0,0,0,0.020833,0.041667,0.0625,0.048611,0,0.027778,0.006944,0.013889,0.006944,0.006944,0.006944,0,0.006944,0.006944,0,0,0,0,0,0.006944,0,0.006944,0,0,1
sp|P55017|S12A3_HUMAN,0.011753,0.019589,0.039177,0.011753,0.004897,0.03428,0.001959,0.000979,0.015671,0.020568,0.026445,0.009794,0.010774,0.047013,0.005877,0.003918,0.027424,0.027424,0.043095,0.01763,0.01763,0.059745,0.007835,0.007835,0.007835,0.010774,0.021548,0.007835,0.001959,0.021548,0.003918,0.000979,0.004897,0.008815,0.009794,0.005877,0.003918,0.012733,0.004897,0,0.046033,0.045054,0.05191,0.022527,0.010774,0.118511,0.025465,0.004897,0.006856,0.007835,0.012733,0.000979,0.000979,0.019589,0.001959,0.000979,0.001959,0.000979,0.003918,0,0,0.010774,0.000979,0,1
sp|P62995|TRA2B_HUMAN,0.010417,0.03125,0.010417,0.013889,0.006944,0.006944,0,0,0.020833,0.111111,0.079861,0.017361,0.020833,0.020833,0.017361,0,0.024306,0.072917,0.131944,0.010417,0.006944,0.024306,0.024306,0.003472,0.006944,0.020833,0.020833,0.024306,0,0.006944,0.013889,0,0,0.010417,0.006944,0,0,0.013889,0.003472,0.003472,0.010417,0.027778,0.020833,0.013889,0.003472,0.013889,0.010417,0,0.006944,0.020833,0.017361,0.013889,0.003472,0.003472,0.013889,0,0,0,0,0,0,0.006944,0,0,1
sp|Q04323|UBXN1_HUMAN,0.063973,0.080808,0.026936,0.023569,0.006734,0.043771,0.006734,0.003367,0.094276,0.053872,0.03367,0.013468,0.006734,0.03367,0.003367,0,0.020202,0.040404,0.010101,0.010101,0.013468,0.026936,0.003367,0,0.006734,0.006734,0.026936,0.020202,0.010101,0.010101,0,0,0.023569,0.003367,0.010101,0,0.016835,0.016835,0,0,0.040404,0.047138,0.020202,0.013468,0.020202,0.053872,0,0.003367,0,0.010101,0,0,0,0.003367,0,0,0,0,0,0,0,0.003367,0,0,1
sp|Q0JRZ9|FCHO2_HUMAN,0.028395,0.024691,0.04321,0.006173,0.007407,0.030864,0.008642,0.002469,0.035802,0.030864,0.048148,0.008642,0.011111,0.033333,0,0.001235,0.035802,0.040741,0.081481,0.012346,0.016049,0.075309,0.011111,0.003704,0.007407,0.006173,0.01358,0.002469,0.004938,0.01358,0,0,0.009877,0.008642,0.017284,0.004938,0.007407,0.011111,0.002469,0.001235,0.02963,0.049383,0.060494,0.012346,0.01358,0.062963,0.012346,0,0.003704,0.007407,0.008642,0.001235,0.002469,0.008642,0.001235,0.002469,0.001235,0.001235,0.004938,0,0,0.002469,0,0,1
sp|Q12934|BFSP1_HUMAN,0.046617,0.052632,0.040602,0.013534,0.018045,0.043609,0.009023,0,0.07218,0.043609,0.045113,0.006015,0.010526,0.043609,0.003008,0,0.039098,0.043609,0.030075,0.013534,0.010526,0.037594,0.004511,0.006015,0.009023,0.013534,0.018045,0.001504,0.003008,0.010526,0.001504,0,0.018045,0.010526,0.004511,0.003008,0.004511,0.013534,0.001504,0,0.034586,0.052632,0.043609,0.019549,0.009023,0.052632,0.003008,0,0.003008,0.006015,0.004511,0,0,0.009023,0.001504,0.001504,0.003008,0,0.001504,0,0,0.003008,0,0,1
sp|Q13190|STX5_HUMAN,0.019718,0.025352,0.022535,0.008451,0.002817,0.03662,0.008451,0,0.028169,0.042254,0.064789,0.005634,0.005634,0.073239,0,0,0.033803,0.059155,0.061972,0.008451,0.005634,0.067606,0.005634,0.002817,0,0.008451,0.016901,0.005634,0,0.008451,0,0,0.002817,0,0.014085,0.005634,0.002817,0.011268,0.002817,0,0.042254,0.070423,0.056338,0.005634,0.019718,0.101408,0,0.002817,0,0.008451,0.005634,0,0,0.002817,0,0,0,0.002817,0.002817,0,0,0,0,0,1
sp|Q13257|MD2L1_HUMAN,0.019512,0.029268,0.034146,0,0.009756,0.029268,0.004878,0,0.029268,0.02439,0.053659,0,0.004878,0.039024,0.019512,0,0.02439,0.04878,0.053659,0.009756,0.009756,0.073171,0.014634,0,0.004878,0.004878,0.004878,0,0,0.019512,0,0,0.004878,0,0.009756,0,0,0.009756,0,0,0.034146,0.053659,0.078049,0.019512,0.004878,0.117073,0.009756,0.009756,0,0,0.009756,0.004878,0,0.029268,0,0.004878,0.004878,0.004878,0,0,0,0.004878,0,0,1
sp|Q13325|IFIT5_HUMAN,0.029046,0.051867,0.039419,0.006224,0.002075,0.037344,0.016598,0,0.053942,0.047718,0.037344,0.008299,0.008299,0.056017,0.008299,0.002075,0.03112,0.041494,0.026971,0.010373,0.002075,0.062241,0.010373,0.004149,0.004149,0.012448,0.012448,0,0,0.006224,0.004149,0,0.006224,0.006224,0.002075,0,0,0.004149,0.002075,0.002075,0.041494,0.045643,0.060166,0.010373,0.010373,0.06639,0.014523,0.006224,0.012448,0.016598,0.006224,0.004149,0,0.018672,0.004149,0.002075,0.002075,0.002075,0.004149,0,0,0.004149,0.004149,0,1
sp|Q13336|UT1_HUMAN,0.007712,0.007712,0.028278,0.002571,0.005141,0.03856,0.010283,0,0.005141,0.012853,0.007712,0.002571,0.012853,0.030848,0.007712,0.007712,0.020566,0.015424,0.046272,0.023136,0.010283,0.066838,0.012853,0.007712,0.010283,0.002571,0.012853,0.012853,0.005141,0.028278,0.005141,0.002571,0.010283,0.012853,0.002571,0.007712,0,0.020566,0.005141,0,0.03856,0.030848,0.079692,0.020566,0.025707,0.154242,0.015424,0.007712,0.002571,0.002571,0.017995,0.007712,0.002571,0.025707,0.002571,0,0.005141,0.002571,0.005141,0.002571,0,0.007712,0.002571,0,1
sp|Q13651|I10R1_HUMAN,0.019031,0.019031,0.022491,0.010381,0.00692,0.036332,0.008651,0.00519,0.024221,0.017301,0.034602,0.008651,0.017301,0.029412,0.008651,0.00346,0.022491,0.032872,0.077855,0.022491,0.008651,0.074394,0.00519,0.008651,0.00692,0.015571,0.015571,0.010381,0.010381,0.012111,0.00519,0,0.010381,0.008651,0.020761,0.00519,0.00692,0.017301,0.00519,0,0.034602,0.043253,0.069204,0.015571,0.017301,0.072664,0.00346,0.00346,0.00692,0.00346,0.012111,0.00173,0.00173,0.010381,0,0,0.00519,0.00519,0.00346,0.00173,0.00346,0.00346,0,0,1
sp|Q15386|UBE3C_HUMAN,0.024931,0.024007,0.026777,0.004617,0.001847,0.037858,0.00277,0.003693,0.021237,0.034164,0.039705,0.006464,0.00831,0.059095,0.006464,0.000923,0.020314,0.041551,0.043398,0.012927,0.012004,0.069252,0.007387,0.001847,0.007387,0.004617,0.014774,0.001847,0.006464,0.012004,0.00277,0,0.009234,0.006464,0.007387,0.00277,0.00277,0.015697,0.001847,0,0.036011,0.054478,0.064635,0.019391,0.012927,0.10988,0.020314,0.009234,0.004617,0.00831,0.009234,0.000923,0.000923,0.015697,0.00277,0.001847,0.003693,0.00277,0.00277,0.000923,0.000923,0.006464,0,0,1
