,C(P1.G1),C(P1.G2),C(P1.G3),C(P2.G1),C(P2.G2),C(P2.G3),C(P3.G1),C(P3.G2),C(P3.G3),C(P4.G1),C(P4.G2),C(P4.G3),C(P5.G1),C(P5.G2),C(P5.G3),C(P6.G1),C(P6.G2),C(P6.G3),C(P7.G1),C(P7.G2),C(P7.G3),"T(P1(1,2))","T(P1(1,3))","T(P1(2,3))","T(P2(1,2))","T(P2(1,3))","T(P2(2,3))","T(P3(1,2))","T(P3(1,3))","T(P3(2,3))","T(P4(1,2))","T(P4(1,3))","T(P4(2,3))","T(P5(1,2))","T(P5(1,3))","T(P5(2,3))","T(P6(1,2))","T(P6(1,3))","T(P6(2,3))","T(P7(1,2))","T(P7(1,3))","T(P7(2,3))",D(P1.G1.First),D(P1.G1.25%),D(P1.G1.50%),D(P1.G1.75%),D(P1.G1.100%),D(P1.G2.First),D(P1.G2.25%),D(P1.G2.50%),D(P1.G2.75%),D(P1.G2.100%),D(P1.G3.First),D(P1.G3.25%),D(P1.G3.50%),D(P1.G3.75%),D(P1.G3.100%),D(P2.G1.First),D(P2.G1.25%),D(P2.G1.50%),D(P2.G1.75%),D(P2.G1.100%),D(P2.G2.First),D(P2.G2.25%),D(P2.G2.50%),D(P2.G2.75%),D(P2.G2.100%),D(P2.G3.First),D(P2.G3.25%),D(P2.G3.50%),D(P2.G3.75%),D(P2.G3.100%),D(P3.G1.First),D(P3.G1.25%),D(P3.G1.50%),D(P3.G1.75%),D(P3.G1.100%),D(P3.G2.First),D(P3.G2.25%),D(P3.G2.50%),D(P3.G2.75%),D(P3.G2.100%),D(P3.G3.First),D(P3.G3.25%),D(P3.G3.50%),D(P3.G3.75%),D(P3.G3.100%),D(P4.G1.First),D(P4.G1.25%),D(P4.G1.50%),D(P4.G1.75%),D(P4.G1.100%),D(P4.G2.First),D(P4.G2.25%),D(P4.G2.50%),D(P4.G2.75%),D(P4.G2.100%),D(P4.G3.First),D(P4.G3.25%),D(P4.G3.50%),D(P4.G3.75%),D(P4.G3.100%),D(P5.G1.First),D(P5.G1.25%),D(P5.G1.50%),D(P5.G1.75%),D(P5.G1.100%),D(P5.G2.First),D(P5.G2.25%),D(P5.G2.50%),D(P5.G2.75%),D(P5.G2.100%),D(P5.G3.First),D(P5.G3.25%),D(P5.G3.50%),D(P5.G3.75%),D(P5.G3.100%),D(P6.G1.First),D(P6.G1.25%),D(P6.G1.50%),D(P6.G1.75%),D(P6.G1.100%),D(P6.G2.First),D(P6.G2.25%),D(P6.G2.50%),D(P6.G2.75%),D(P6.G2.100%),D(P6.G3.First),D(P6.G3.25%),D(P6.G3.50%),D(P6.G3.75%),D(P6.G3.100%),D(P7.G1.First),D(P7.G1.25%),D(P7.G1.50%),D(P7.G1.75%),D(P7.G1.100%),D(P7.G2.First),D(P7.G2.25%),D(P7.G2.50%),D(P7.G2.75%),D(P7.G2.100%),D(P7.G3.First),D(P7.G3.25%),D(P7.G3.50%),D(P7.G3.75%),D(P7.G3.100%),
sp|Q7TPS5|C2CD5_MOUSE,302,390,324,421,382,213,346,346,324,332,471,213,95,803,118,421,290,305,436,302,278,204,208,253,297,170,185,230,239,205,292,133,222,160,18,180,225,244,170,271,243,141,0.003937,0.220472,0.492126,0.729331,0.997047,0.001969,0.279528,0.500984,0.76378,1,0.000984,0.222441,0.5,0.755906,0.998031,0.001969,0.269685,0.494094,0.76378,1,0.004921,0.235236,0.517717,0.74311,0.998031,0.000984,0.202756,0.476378,0.733268,0.981299,0.000984,0.218504,0.49311,0.748031,0.998031,0.001969,0.280512,0.516732,0.778543,1,0.003937,0.223425,0.492126,0.732283,0.997047,0.002953,0.255906,0.496063,0.76378,1,0.001969,0.259843,0.509843,0.755906,0.998031,0.000984,0.202756,0.476378,0.733268,0.981299,0.003937,0.202756,0.479331,0.66437,0.974409,0.000984,0.264764,0.510827,0.760827,1,0.018701,0.187008,0.447835,0.675197,0.997047,0.000984,0.267717,0.517717,0.75,0.997047,0.00689,0.20374,0.483268,0.758858,1,0.001969,0.25689,0.477362,0.73622,0.996063,0.002953,0.235236,0.498031,0.760827,0.998031,0.003937,0.220472,0.492126,0.729331,0.997047,0.000984,0.280512,0.530512,0.752953,1,1
sp|Q8BIF2|RFOX3_MOUSE,91,212,71,193,95,86,97,178,99,135,153,86,29,317,28,139,109,126,140,91,143,93,39,80,95,93,41,102,52,92,95,71,63,46,6,48,80,81,85,77,107,55,0.008021,0.229947,0.390374,0.545455,0.989305,0.005348,0.203209,0.57754,0.807487,1,0.002674,0.334225,0.516043,0.708556,0.991979,0.005348,0.21123,0.558824,0.778075,0.997326,0.008021,0.227273,0.42246,0.625668,0.970588,0.002674,0.318182,0.537433,0.799465,1,0.002674,0.336898,0.550802,0.791444,1,0.005348,0.197861,0.566845,0.775401,0.997326,0.008021,0.227273,0.368984,0.596257,0.989305,0.005348,0.278075,0.574866,0.826203,0.994652,0.008021,0.18984,0.433155,0.68984,0.997326,0.002674,0.318182,0.537433,0.799465,1,0.254011,0.331551,0.446524,0.620321,0.989305,0.002674,0.23262,0.526738,0.764706,1,0.05615,0.208556,0.34492,0.451872,0.917112,0.002674,0.23262,0.462567,0.719251,0.989305,0.013369,0.334225,0.550802,0.802139,1,0.010695,0.221925,0.489305,0.73262,0.997326,0.005348,0.347594,0.564171,0.791444,0.991979,0.008021,0.229947,0.390374,0.545455,0.989305,0.002674,0.160428,0.558824,0.76738,1,1
sp|Q8BL66|EEA1_MOUSE,709,367,335,406,715,290,344,324,743,379,742,290,220,932,259,938,206,267,476,709,226,335,391,184,398,159,320,166,417,315,401,140,339,290,104,344,254,345,84,529,176,197,0.002126,0.272856,0.514529,0.75691,0.999291,0.006378,0.213324,0.465627,0.7236,1,0.000709,0.243799,0.503898,0.758327,0.998583,0.006378,0.20978,0.48051,0.742736,1,0.003544,0.272147,0.497519,0.738483,0.999291,0.000709,0.249468,0.513111,0.79022,0.996456,0.000709,0.225372,0.498937,0.753366,0.998583,0.006378,0.213324,0.475549,0.737066,1,0.002126,0.272856,0.506733,0.752658,0.999291,0.006378,0.213324,0.475549,0.732105,1,0.003544,0.270021,0.500354,0.746988,0.999291,0.000709,0.249468,0.513111,0.79022,0.996456,0.002126,0.284904,0.566265,0.79022,0.992204,0.000709,0.240964,0.484054,0.737066,1,0.013466,0.244507,0.507442,0.751949,0.997874,0.000709,0.271439,0.500354,0.742027,0.999291,0.001417,0.200567,0.518781,0.807938,0.996456,0.007087,0.198441,0.484763,0.742736,1,0.001417,0.243799,0.493976,0.750532,1,0.002126,0.272856,0.514529,0.75691,0.999291,0.000709,0.198441,0.448618,0.7236,0.990787,1
sp|Q8C0L6|PAOX_MOUSE,137,202,165,212,183,109,172,181,151,176,219,109,41,398,65,225,138,141,239,137,128,91,89,127,150,90,79,124,100,98,139,75,94,52,12,94,124,128,76,115,122,65,0.013889,0.279762,0.52381,0.757937,0.998016,0.003968,0.21627,0.490079,0.801587,0.996032,0.001984,0.248016,0.486111,0.71627,1,0.003968,0.224206,0.490079,0.769841,0.996032,0.015873,0.255952,0.509921,0.736111,1,0.001984,0.261905,0.503968,0.734127,0.998016,0.001984,0.251984,0.494048,0.72619,1,0.003968,0.21627,0.480159,0.78373,0.996032,0.013889,0.275794,0.527778,0.753968,0.998016,0.003968,0.222222,0.470238,0.787698,0.992063,0.007937,0.257937,0.515873,0.722222,1,0.001984,0.261905,0.503968,0.734127,0.998016,0.013889,0.261905,0.472222,0.795635,0.998016,0.001984,0.236111,0.496032,0.748016,1,0.073413,0.279762,0.509921,0.728175,0.988095,0.001984,0.236111,0.496032,0.757937,1,0.005952,0.297619,0.513889,0.72619,0.986111,0.007937,0.218254,0.488095,0.769841,0.996032,0.003968,0.210317,0.47619,0.71627,1,0.013889,0.279762,0.52381,0.757937,0.998016,0.001984,0.251984,0.515873,0.80754,0.996032,1
sp|Q8JZQ9|EIF3B_MOUSE,300,280,223,314,282,207,243,245,315,261,335,207,97,568,138,351,216,236,313,300,190,202,171,144,224,152,137,130,195,192,227,135,154,145,33,188,169,191,131,245,147,128,0.002491,0.236613,0.486924,0.79203,1,0.004981,0.14944,0.418431,0.694894,0.997509,0.001245,0.382316,0.58655,0.772105,0.995019,0.003736,0.155666,0.417186,0.692403,0.997509,0.002491,0.241594,0.541719,0.768369,1,0.001245,0.367372,0.569116,0.798257,0.985056,0.001245,0.369863,0.582814,0.777086,0.995019,0.004981,0.134496,0.404732,0.688667,0.997509,0.002491,0.241594,0.500623,0.782067,1,0.003736,0.163138,0.418431,0.702366,0.997509,0.002491,0.22665,0.495641,0.750934,1,0.001245,0.367372,0.569116,0.798257,0.985056,0.019925,0.339975,0.569116,0.849315,0.956413,0.001245,0.261519,0.50934,0.747198,0.998755,0.003736,0.171856,0.361146,0.712329,1,0.001245,0.20797,0.501868,0.772105,1,0.008717,0.362391,0.547945,0.752179,0.992528,0.003736,0.188045,0.437111,0.702366,0.997509,0.004981,0.257783,0.506849,0.733499,0.996264,0.002491,0.236613,0.486924,0.79203,1,0.001245,0.250311,0.485679,0.724782,0.997509,1
sp|Q8JZX4|SPF45_MOUSE,167,143,95,164,139,102,105,129,171,134,169,102,68,263,74,194,86,125,147,167,91,112,70,66,102,76,77,64,84,96,106,62,91,83,29,85,88,111,49,102,55,80,0.012346,0.28642,0.454321,0.725926,0.997531,0.004938,0.212346,0.506173,0.676543,0.992593,0.002469,0.232099,0.62716,0.849383,1,0.004938,0.209877,0.493827,0.706173,0.992593,0.007407,0.269136,0.562963,0.8,1,0.002469,0.28642,0.469136,0.723457,0.980247,0.002469,0.237037,0.6,0.849383,1,0.004938,0.207407,0.503704,0.679012,0.992593,0.012346,0.28642,0.454321,0.723457,0.997531,0.004938,0.192593,0.488889,0.698765,0.992593,0.007407,0.261728,0.523457,0.792593,1,0.002469,0.28642,0.469136,0.723457,0.980247,0.037037,0.293827,0.414815,0.703704,0.980247,0.002469,0.217284,0.528395,0.750617,1,0.012346,0.291358,0.45679,0.797531,0.995062,0.002469,0.271605,0.459259,0.725926,0.997531,0.009877,0.25679,0.612346,0.846914,1,0.004938,0.217284,0.48642,0.691358,0.987654,0.007407,0.22963,0.619753,0.839506,1,0.012346,0.28642,0.454321,0.725926,0.997531,0.002469,0.207407,0.476543,0.6,0.965432,1
sp|Q8K273|MMGT1_MOUSE,37,52,42,53,41,37,45,44,42,48,46,37,16,102,13,61,33,37,58,37,36,28,25,38,39,25,25,34,27,26,42,22,28,24,3,19,29,35,19,30,28,23,0.053435,0.29771,0.59542,0.824427,1,0.015267,0.183206,0.450382,0.725191,0.977099,0.007634,0.167939,0.419847,0.70229,0.984733,0.015267,0.19084,0.48855,0.793893,0.977099,0.038168,0.282443,0.419847,0.717557,0.984733,0.007634,0.229008,0.534351,0.732824,1,0.007634,0.229008,0.419847,0.694656,0.984733,0.015267,0.175573,0.450382,0.78626,0.977099,0.053435,0.290076,0.59542,0.801527,1,0.015267,0.19084,0.496183,0.801527,0.977099,0.022901,0.29771,0.435115,0.70229,0.984733,0.007634,0.229008,0.534351,0.732824,1,0.053435,0.274809,0.648855,0.931298,1,0.007634,0.206107,0.458015,0.717557,0.984733,0.267176,0.290076,0.503817,0.625954,0.969466,0.007634,0.198473,0.396947,0.732824,1,0.045802,0.328244,0.442748,0.687023,0.961832,0.022901,0.305344,0.625954,0.832061,0.977099,0.015267,0.137405,0.40458,0.687023,0.984733,0.053435,0.29771,0.59542,0.824427,1,0.007634,0.236641,0.557252,0.78626,0.977099,1
sp|Q91Z92|B3GT6_MOUSE,103,125,97,129,103,93,110,104,111,107,125,93,48,236,41,173,74,78,154,103,68,75,61,74,78,69,66,65,72,62,82,60,75,69,11,57,81,78,35,93,65,43,0.006154,0.316923,0.532308,0.796923,0.990769,0.021538,0.187692,0.464615,0.716923,1,0.003077,0.264615,0.48,0.735385,0.996923,0.021538,0.193846,0.443077,0.716923,1,0.009231,0.323077,0.504615,0.778462,0.996923,0.003077,0.246154,0.541538,0.750769,0.987692,0.003077,0.283077,0.510769,0.735385,0.996923,0.021538,0.178462,0.369231,0.655385,1,0.006154,0.326154,0.538462,0.803077,0.990769,0.021538,0.193846,0.421538,0.655385,0.993846,0.009231,0.307692,0.523077,0.824615,1,0.003077,0.246154,0.541538,0.750769,0.987692,0.006154,0.206154,0.513846,0.701538,0.987692,0.003077,0.230769,0.498462,0.747692,1,0.107692,0.332308,0.473846,0.778462,0.990769,0.003077,0.233846,0.461538,0.729231,0.990769,0.009231,0.224615,0.547692,0.750769,0.996923,0.046154,0.286154,0.553846,0.76,1,0.009231,0.193846,0.427692,0.661538,0.996923,0.006154,0.316923,0.532308,0.796923,0.990769,0.003077,0.236923,0.636923,0.812308,1,1
sp|Q920F6|SMC1B_MOUSE,550,324,374,349,568,331,402,266,580,300,617,331,201,841,206,681,301,266,465,550,233,269,340,195,310,184,288,172,385,236,294,152,320,249,64,280,308,258,150,421,179,188,0.004006,0.274038,0.5,0.715545,1,0.001603,0.207532,0.502404,0.810096,0.999199,0.000801,0.251603,0.495192,0.744391,0.99359,0.001603,0.250801,0.520032,0.810096,0.999199,0.003205,0.260417,0.513622,0.729968,0.998397,0.000801,0.236378,0.449519,0.709936,1,0.000801,0.239583,0.494391,0.749199,0.99359,0.001603,0.21234,0.507212,0.814103,0.999199,0.002404,0.264423,0.496795,0.715545,1,0.001603,0.241186,0.516026,0.788462,0.999199,0.003205,0.264423,0.516827,0.740385,0.998397,0.000801,0.236378,0.449519,0.709936,1,0.010417,0.254006,0.447115,0.683494,1,0.000801,0.233173,0.504006,0.767628,0.999199,0.004006,0.291667,0.535256,0.741186,0.981571,0.000801,0.268429,0.484776,0.726763,1,0.007212,0.209936,0.491186,0.753205,0.991987,0.001603,0.229167,0.52484,0.815705,0.999199,0.001603,0.232372,0.491186,0.749199,0.991987,0.004006,0.274038,0.5,0.715545,1,0.000801,0.216346,0.523237,0.815705,0.999199,1
sp|Q9CZA6|NDE1_MOUSE,146,124,74,137,130,77,80,116,148,120,147,77,51,234,59,187,54,103,116,146,82,82,76,48,89,57,60,47,83,75,106,50,67,72,18,78,54,98,40,107,60,51,0.005814,0.18314,0.395349,0.584302,0.991279,0.011628,0.369186,0.645349,0.831395,0.982558,0.002907,0.244186,0.473837,0.747093,1,0.008721,0.377907,0.642442,0.831395,0.982558,0.005814,0.188953,0.395349,0.601744,1,0.002907,0.212209,0.430233,0.726744,0.991279,0.002907,0.238372,0.453488,0.744186,1,0.011628,0.421512,0.65407,0.837209,0.982558,0.005814,0.194767,0.395349,0.584302,0.991279,0.008721,0.348837,0.622093,0.819767,0.982558,0.005814,0.215116,0.44186,0.686047,1,0.002907,0.212209,0.430233,0.726744,0.991279,0.017442,0.264535,0.505814,0.764535,0.991279,0.002907,0.27907,0.569767,0.773256,1,0.005814,0.136628,0.337209,0.476744,0.950581,0.002907,0.212209,0.418605,0.656977,1,0.020349,0.238372,0.52907,0.729651,0.988372,0.008721,0.398256,0.65407,0.837209,0.982558,0.014535,0.319767,0.59593,0.776163,1,0.005814,0.18314,0.395349,0.584302,0.991279,0.002907,0.261628,0.625,0.811047,0.973837,1
sp|Q9D7P7|CLIC3_MOUSE,73,89,75,96,84,57,82,73,82,72,108,57,26,180,31,117,60,60,100,73,64,56,47,60,72,36,42,52,61,52,73,27,51,39,4,52,59,49,33,65,63,38,0.012658,0.291139,0.50211,0.708861,1,0.008439,0.257384,0.506329,0.78481,0.995781,0.004219,0.189873,0.476793,0.746835,0.987342,0.008439,0.244726,0.455696,0.738397,0.995781,0.012658,0.261603,0.50211,0.725738,0.987342,0.004219,0.240506,0.544304,0.801688,1,0.004219,0.21519,0.489451,0.763713,0.987342,0.008439,0.244726,0.443038,0.742616,0.995781,0.012658,0.299578,0.531646,0.734177,1,0.008439,0.219409,0.443038,0.708861,0.983122,0.012658,0.265823,0.510549,0.755274,0.995781,0.004219,0.240506,0.544304,0.801688,1,0.025316,0.206751,0.565401,0.810127,1,0.004219,0.248945,0.50211,0.755274,0.995781,0.012658,0.291139,0.42616,0.670886,0.949367,0.004219,0.261603,0.561181,0.763713,1,0.016878,0.189873,0.459916,0.776371,0.987342,0.059072,0.257384,0.447257,0.700422,0.995781,0.008439,0.223629,0.485232,0.751055,0.987342,0.012658,0.291139,0.50211,0.708861,1,0.004219,0.257384,0.506329,0.767932,0.995781,1
sp|Q9EPL0|XYLT2_MOUSE,254,350,261,357,294,214,287,302,276,280,371,214,99,676,90,392,223,250,385,254,226,189,164,207,227,157,143,186,197,174,236,130,170,157,14,146,197,221,113,232,210,121,0.006936,0.235838,0.448555,0.730636,1,0.003468,0.215029,0.508671,0.756069,0.996532,0.001156,0.301734,0.510983,0.760694,0.998844,0.003468,0.201156,0.519075,0.774566,0.996532,0.002312,0.27052,0.50289,0.749133,0.998844,0.001156,0.287861,0.447399,0.693642,1,0.001156,0.307514,0.517919,0.746821,0.998844,0.003468,0.184971,0.515607,0.776879,0.996532,0.006936,0.239306,0.447399,0.727168,1,0.003468,0.198844,0.514451,0.76763,0.996532,0.002312,0.255491,0.515607,0.760694,0.998844,0.001156,0.287861,0.447399,0.693642,1,0.006936,0.138728,0.403468,0.655491,1,0.001156,0.255491,0.510983,0.750289,0.998844,0.045087,0.308671,0.523699,0.775723,0.995376,0.001156,0.231214,0.486705,0.744509,1,0.002312,0.307514,0.506358,0.705202,0.991908,0.004624,0.216185,0.515607,0.76763,0.996532,0.002312,0.242775,0.501734,0.760694,0.998844,0.006936,0.235838,0.448555,0.730636,1,0.001156,0.272832,0.530636,0.772254,0.990751,1
sp|Q9EQ32|BCAP_MOUSE,270,316,225,340,288,183,248,276,287,255,373,183,88,601,122,350,204,257,300,270,241,183,150,183,236,144,138,168,175,178,239,107,175,128,25,161,167,209,133,195,199,138,0.009864,0.261406,0.515413,0.76942,1,0.002466,0.278668,0.541307,0.774353,0.998767,0.001233,0.199753,0.419236,0.688039,0.993835,0.002466,0.234279,0.51418,0.743527,0.998767,0.014797,0.252774,0.467324,0.731196,0.993835,0.001233,0.273736,0.533909,0.776819,1,0.001233,0.209618,0.422935,0.681874,0.993835,0.002466,0.270037,0.557337,0.819975,0.998767,0.009864,0.267571,0.519112,0.774353,1,0.002466,0.251541,0.493218,0.742293,0.998767,0.01233,0.24291,0.483354,0.743527,0.996301,0.001233,0.273736,0.533909,0.776819,1,0.009864,0.305795,0.685573,0.816276,1,0.001233,0.240444,0.478422,0.738594,0.998767,0.013564,0.251541,0.493218,0.690506,0.98397,0.001233,0.260173,0.504316,0.753391,1,0.007398,0.223181,0.427867,0.710234,0.993835,0.004932,0.270037,0.551171,0.789149,0.998767,0.002466,0.18619,0.436498,0.697904,0.998767,0.009864,0.261406,0.515413,0.76942,1,0.001233,0.297164,0.552404,0.811344,0.996301,1
sp|Q9ESD7|DYSF_MOUSE,690,730,670,809,744,537,735,625,730,610,943,537,243,1551,296,906,574,610,878,690,522,449,452,473,580,396,392,447,518,407,565,305,483,348,61,423,476,540,338,575,435,326,0.001435,0.262201,0.510526,0.761244,1,0.004306,0.2311,0.463158,0.715789,0.999043,0.000478,0.2689,0.525837,0.773684,0.999522,0.004306,0.219139,0.46555,0.722967,0.999043,0.000957,0.266986,0.503828,0.755981,0.998086,0.000478,0.283732,0.522967,0.784689,1,0.000478,0.278469,0.525837,0.771292,0.999522,0.004306,0.210526,0.448325,0.71244,0.999043,0.001435,0.266507,0.509091,0.75933,1,0.004306,0.224402,0.448804,0.71244,0.996172,0.000957,0.252153,0.510048,0.755981,0.999043,0.000478,0.283732,0.522967,0.784689,1,0.001435,0.266507,0.511962,0.784211,1,0.000478,0.24689,0.491388,0.74689,0.999522,0.004785,0.259809,0.509091,0.739234,0.972249,0.000478,0.266507,0.501914,0.755024,1,0.001914,0.279904,0.535885,0.769856,0.999522,0.005263,0.207177,0.47177,0.730144,0.999043,0.000957,0.251196,0.488517,0.755981,0.999522,0.001435,0.262201,0.510526,0.761244,1,0.000478,0.232057,0.492823,0.725837,0.999043,1
sp|Q9JLJ4|ELOV2_MOUSE,72,96,124,85,113,94,141,72,79,70,128,94,28,247,17,120,106,66,142,72,78,45,52,85,66,54,63,74,65,42,68,44,73,37,5,29,90,56,44,68,72,29,0.006849,0.19863,0.465753,0.873288,1,0.020548,0.260274,0.517123,0.746575,0.996575,0.003425,0.256849,0.496575,0.729452,0.979452,0.020548,0.226027,0.476027,0.753425,0.996575,0.006849,0.246575,0.458904,0.736301,1,0.003425,0.280822,0.527397,0.75,0.993151,0.003425,0.256849,0.496575,0.722603,0.979452,0.020548,0.236301,0.517123,0.753425,0.996575,0.006849,0.222603,0.482877,0.859589,1,0.020548,0.226027,0.417808,0.712329,0.996575,0.006849,0.25,0.486301,0.756849,1,0.003425,0.280822,0.527397,0.75,0.993151,0.017123,0.202055,0.472603,0.890411,0.993151,0.003425,0.260274,0.517123,0.736301,1,0.006849,0.054795,0.315068,0.441781,0.986301,0.003425,0.239726,0.482877,0.773973,1,0.023973,0.297945,0.537671,0.743151,0.982877,0.027397,0.181507,0.373288,0.660959,0.986301,0.013699,0.256849,0.486301,0.729452,0.996575,0.006849,0.19863,0.465753,0.873288,1,0.003425,0.270548,0.565068,0.739726,0.982877,1
sp|Q9QXW9|LAT2_MOUSE,106,204,221,205,214,112,239,181,111,162,257,112,35,459,37,194,193,144,299,106,126,84,64,181,171,84,101,170,73,75,160,58,127,58,6,58,114,93,106,89,133,59,0.003766,0.250471,0.482109,0.836158,0.998117,0.007533,0.199623,0.489642,0.715631,1,0.001883,0.288136,0.516008,0.747646,0.983051,0.007533,0.195857,0.461394,0.715631,1,0.003766,0.258004,0.483992,0.745763,0.998117,0.001883,0.338983,0.574388,0.775895,0.984934,0.001883,0.288136,0.521657,0.747646,0.983051,0.007533,0.188324,0.457627,0.689266,1,0.003766,0.252354,0.493409,0.836158,0.998117,0.007533,0.175141,0.444444,0.681733,0.992467,0.003766,0.27307,0.497175,0.768362,1,0.001883,0.338983,0.574388,0.775895,0.984934,0.00565,0.207156,0.500942,0.775895,0.984934,0.001883,0.252354,0.502825,0.734463,1,0.003766,0.20904,0.482109,0.947269,0.996234,0.001883,0.274953,0.497175,0.745763,0.998117,0.020716,0.265537,0.517891,0.753296,0.983051,0.007533,0.19209,0.467043,0.741996,1,0.007533,0.233522,0.461394,0.708098,0.983051,0.003766,0.250471,0.482109,0.836158,0.998117,0.001883,0.284369,0.589454,0.777778,1,1
sp|Q9R0Y1|ASIC5_MOUSE,152,168,175,165,205,125,194,135,166,127,243,125,49,399,47,188,176,131,217,152,126,94,106,128,134,82,109,118,132,76,126,68,123,73,9,81,126,93,103,133,108,67,0.00404,0.238384,0.464646,0.727273,0.99596,0.006061,0.248485,0.523232,0.751515,0.99798,0.00202,0.256566,0.511111,0.753535,1,0.008081,0.274747,0.523232,0.749495,0.99798,0.00404,0.256566,0.494949,0.808081,1,0.00202,0.20202,0.428283,0.70101,0.985859,0.00202,0.256566,0.515152,0.771717,1,0.008081,0.248485,0.523232,0.755556,0.99798,0.00404,0.238384,0.464646,0.719192,0.99596,0.008081,0.248485,0.49899,0.749495,0.99798,0.00404,0.272727,0.533333,0.765657,1,0.00202,0.20202,0.428283,0.70101,0.985859,0.012121,0.123232,0.442424,0.650505,0.985859,0.00202,0.256566,0.509091,0.755556,1,0.00404,0.288889,0.488889,0.725253,0.977778,0.00202,0.218182,0.521212,0.763636,0.99798,0.008081,0.256566,0.494949,0.767677,1,0.014141,0.29697,0.492929,0.713131,0.993939,0.018182,0.258586,0.509091,0.757576,1,0.00404,0.238384,0.464646,0.727273,0.99596,0.00202,0.222222,0.523232,0.749495,0.993939,1
sp|Q9WV06|ANKR2_MOUSE,129,109,90,119,133,76,92,96,140,100,152,76,49,223,56,190,59,79,134,129,65,75,82,53,78,44,59,41,96,73,81,41,62,61,15,83,68,92,30,109,53,48,0.006098,0.20122,0.411585,0.740854,1,0.009146,0.323171,0.564024,0.79878,0.996951,0.003049,0.237805,0.518293,0.719512,0.990854,0.009146,0.320122,0.539634,0.765244,0.996951,0.006098,0.210366,0.484756,0.731707,1,0.003049,0.268293,0.47561,0.716463,0.972561,0.003049,0.246951,0.518293,0.719512,0.990854,0.009146,0.307927,0.527439,0.780488,0.996951,0.006098,0.222561,0.460366,0.746951,1,0.009146,0.307927,0.533537,0.759146,0.996951,0.006098,0.22561,0.487805,0.740854,1,0.003049,0.268293,0.47561,0.716463,0.972561,0.027439,0.198171,0.375,0.652439,0.972561,0.003049,0.283537,0.542683,0.771341,1,0.006098,0.213415,0.439024,0.710366,0.97561,0.003049,0.210366,0.472561,0.743902,1,0.021341,0.341463,0.536585,0.698171,0.990854,0.009146,0.323171,0.557927,0.777439,0.993902,0.009146,0.265244,0.527439,0.728659,0.996951,0.006098,0.20122,0.411585,0.740854,1,0.003049,0.32622,0.570122,0.838415,0.993902,1
sp|Q9Z0F3|B2L10_MOUSE,62,56,73,65,67,59,76,50,65,51,81,59,26,146,19,94,51,46,90,62,39,40,34,42,39,41,40,39,37,33,36,36,45,36,6,32,38,40,24,46,33,28,0.015707,0.251309,0.424084,0.649215,0.994764,0.010471,0.17801,0.450262,0.73822,0.958115,0.005236,0.356021,0.602094,0.82199,1,0.010471,0.172775,0.429319,0.722513,0.958115,0.026178,0.267016,0.486911,0.691099,1,0.005236,0.314136,0.586387,0.816754,0.994764,0.005236,0.356021,0.602094,0.811518,1,0.010471,0.17801,0.450262,0.769634,0.958115,0.015707,0.246073,0.403141,0.680628,0.994764,0.010471,0.204188,0.450262,0.722513,0.958115,0.026178,0.235602,0.471204,0.691099,1,0.005236,0.314136,0.586387,0.816754,0.994764,0.057592,0.246073,0.586387,0.753927,0.994764,0.005236,0.26178,0.518325,0.774869,1,0.015707,0.136126,0.287958,0.429319,0.795812,0.005236,0.26178,0.481675,0.732984,1,0.062827,0.293194,0.628272,0.82199,0.984293,0.015707,0.17801,0.439791,0.680628,0.931937,0.010471,0.356021,0.628272,0.827225,1,0.015707,0.251309,0.424084,0.649215,0.994764,0.005236,0.157068,0.308901,0.549738,0.95288,1
sp|Q9Z2E2|MBD1_MOUSE,209,264,163,307,179,150,174,242,220,220,266,150,93,475,68,295,156,185,257,209,170,122,118,128,155,115,96,118,132,122,181,77,134,124,16,92,140,160,96,151,144,89,0.004717,0.273585,0.5,0.727987,0.996855,0.003145,0.215409,0.506289,0.764151,0.985849,0.001572,0.275157,0.443396,0.75,1,0.003145,0.232704,0.498428,0.746855,0.985849,0.004717,0.290881,0.550314,0.816038,1,0.001572,0.22956,0.437107,0.630503,0.993711,0.001572,0.27044,0.443396,0.737421,1,0.003145,0.215409,0.514151,0.775157,0.985849,0.004717,0.272013,0.495283,0.724843,0.996855,0.003145,0.220126,0.514151,0.773585,0.985849,0.004717,0.290881,0.528302,0.787736,1,0.001572,0.22956,0.437107,0.630503,0.993711,0.025157,0.169811,0.413522,0.61478,0.993711,0.001572,0.243711,0.506289,0.753145,1,0.004717,0.320755,0.539308,0.889937,0.996855,0.001572,0.261006,0.501572,0.742138,1,0.007862,0.256289,0.492138,0.753145,0.998428,0.006289,0.226415,0.506289,0.743711,0.976415,0.003145,0.256289,0.487421,0.753145,1,0.004717,0.273585,0.5,0.727987,0.996855,0.001572,0.207547,0.496855,0.764151,0.985849,1
